tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
1037409	Bradyrhizobium japonicum USDA 6	29268534	0	live	BJ6T_RS26930	BJ6T_RS26930, BJ6T_56070	acetylhydrolase				NC_017249.1	5679266	5680225	plus	0		
1037409	Bradyrhizobium japonicum USDA 6	29268457	0	live	BJ6T_RS26540	BJ6T_RS26540, BJ6T_55260	acetylhydrolase				NC_017249.1	5607948	5608895	plus	0		
1037409	Bradyrhizobium japonicum USDA 6	29266049	0	live	BJ6T_RS14370	BJ6T_RS14370, BJ6T_29750	steroid monooxygenase				NC_017249.1	3067086	3069776	minus	0		
871203	Caballeronia zhejiangensis	25998318	0	live	BG60_RS27155	BG60_RS27155, BG60_19170	alpha/beta hydrolase										
871203	Caballeronia zhejiangensis	25995971	0	live	BG60_RS15345	BG60_RS15345, BG60_04035	alpha/beta hydrolase										
680198	Streptomyces scabiei 87.22	24313759	0	live	SCAB_RS41420	SCAB_RS41420, SCAB_86601	alpha/beta hydrolase				NC_013929.1	9677277	9678245	plus	0		
680198	Streptomyces scabiei 87.22	24313566	0	live	SCAB_RS00285	SCAB_RS00285, SCAB_0621	alpha/beta hydrolase				NC_013929.1	67954	68928	minus	0		
680198	Streptomyces scabiei 87.22	24311536	0	live	SCAB_RS10835	SCAB_RS10835, SCAB_22881	alpha/beta hydrolase				NC_013929.1	2595513	2596817	plus	0		
680198	Streptomyces scabiei 87.22	24310089	0	live	SCAB_RS36875	SCAB_RS36875, SCAB_77011	alpha/beta hydrolase				NC_013929.1	8509359	8510270	minus	0		
680198	Streptomyces scabiei 87.22	24308813	0	live	SCAB_RS20040	SCAB_RS20040, SCAB_42111	alpha/beta hydrolase				NC_013929.1	4742828	4743763	minus	0		
680198	Streptomyces scabiei 87.22	24308436	0	live	SCAB_RS06090	SCAB_RS06090, SCAB_12811	alpha/beta hydrolase				NC_013929.1	1437260	1438228	plus	0		
680198	Streptomyces scabiei 87.22	24307404	0	live	SCAB_RS10770	SCAB_RS10770, SCAB_22761	hydrolase				NC_013929.1	2579635	2580612	minus	0		
680198	Streptomyces scabiei 87.22	24307187	0	live	SCAB_RS41395	SCAB_RS41395, SCAB_86551	alpha/beta hydrolase				NC_013929.1	9669716	9670795	plus	0		
680198	Streptomyces scabiei 87.22	24305912	0	live	SCAB_RS42050	SCAB_RS42050, SCAB_87951	carboxylesterase				NC_013929.1	9809063	9810577	plus	0		
435591	Parabacteroides distasonis ATCC 8503	5307345	0	live	BDI_RS10975	BDI_RS10975, BDI_2196	alpha/beta hydrolase				NC_009615.1	2584109	2585083	minus	0		
435591	Parabacteroides distasonis ATCC 8503	5306938	0	live	BDI_RS08950	BDI_RS08950, BDI_1788	alpha/beta hydrolase				NC_009615.1	2134485	2135303	minus	0		
435591	Parabacteroides distasonis ATCC 8503	5306912	0	live	BDI_RS08820	BDI_RS08820, BDI_1761	alpha/beta hydrolase				NC_009615.1	2089537	2090343	plus	0		
435591	Parabacteroides distasonis ATCC 8503	5305523	0	live	BDI_RS01845	BDI_RS01845, BDI_0368	alpha/beta hydrolase				NC_009615.1	421201	422082	plus	0		
435590	Bacteroides vulgatus ATCC 8482	5303718	0	live	BVU_RS13865	BVU_RS13865, BVU_2755	alpha/beta hydrolase				NC_009614.1	3518520	3519365	minus	0		
435590	Bacteroides vulgatus ATCC 8482	5301510	0	live	BVU_RS02755	BVU_RS02755, BVU_0541	xylanase				NC_009614.1	768330	769715	plus	0		
557436	Lactobacillus reuteri DSM 20016	5189328	0	live	LREU_RS08010	LREU_RS08010, Lreu_1524	alpha/beta hydrolase				NC_009513.1	1576584	1577567	minus	0		
557436	Lactobacillus reuteri DSM 20016	5188706	0	live	LREU_RS05125	LREU_RS05125, Lreu_0978	alpha/beta hydrolase				NC_009513.1	1033558	1034496	minus	0		
266265	Paraburkholderia xenovorans LB400	4007308	0	live	BXE_RS26205	BXE_RS26205, Bxe_B2196	alpha/beta hydrolase			2	NC_007952.1	950584	951609	minus	0		
266265	Paraburkholderia xenovorans LB400	4003711	0	live	BXE_RS07675	BXE_RS07675, Bxe_A2890	alpha/beta hydrolase			1	NC_007951.1	1738968	1739840	minus	0		
266265	Paraburkholderia xenovorans LB400	4003617	0	live	BXE_RS10770	BXE_RS10770, Bxe_A2267	alpha/beta hydrolase			1	NC_007951.1	2409950	2410915	plus	0		
266265	Paraburkholderia xenovorans LB400	4001955	0	live	BXE_RS01990	BXE_RS01990, Bxe_A4064	alpha/beta hydrolase			1	NC_007951.1	440488	441444	plus	0		
278197	Pediococcus pentosaceus ATCC 25745	33063030	0	live	PEPE_RS06980	PEPE_RS06980, PEPE_1440	alpha/beta hydrolase				NC_008525.1	1414745	1415542	plus	0		
818	Bacteroides thetaiotaomicron	31617093	0	live	Btheta7330_RS12720	Btheta7330_RS12720, Btheta7330_02623	xylanase										
324831	Lactobacillus gasseri ATCC 33323 = JCM 1131	29638536	0	live	LGAS_RS00545	LGAS_RS00545, LGAS_0112	acetylesterase				NC_008530.1	125415	126233	plus	0		
387344	Lactobacillus brevis ATCC 367	4414479	0	live	LVIS_RS19905	LVIS_RS19905, LVIS_1714	alpha/beta hydrolase				NC_008497.1	1670628	1671422	plus	0		
387344	Lactobacillus brevis ATCC 367	4413193	0	live	LVIS_RS13200	LVIS_RS13200, LVIS_0339	alpha/beta hydrolase				NC_008497.1	362550	363404	plus	0		
387344	Lactobacillus brevis ATCC 367	4413054	0	live	LVIS_RS12670	LVIS_RS12670, LVIS_0232	alpha/beta hydrolase				NC_008497.1	246692	247576	plus	0		
553	Pantoea ananatis	39511065	0	live	EHQ51_RS00390	EHQ51_RS00390, EHQ51_23230	alpha/beta hydrolase	alpha/beta hydrolase									
457427	Streptomyces himastatinicus ATCC 53653	36791935	0	live	SSOG_RS27795	SSOG_RS27795, SSOG_05500	alpha/beta hydrolase	alpha/beta hydrolase									
457427	Streptomyces himastatinicus ATCC 53653	36791097	0	live	SSOG_RS23380	SSOG_RS23380, SSOG_04624	S9 family peptidase	S9 family peptidase									
457427	Streptomyces himastatinicus ATCC 53653	36787298	0	live	SSOG_RS03670	SSOG_RS03670, SSOG_00747	alpha/beta hydrolase	alpha/beta hydrolase									
1341679	Acinetobacter indicus CIP 110367	36062868	0	live	P253_RS05350	P253_RS05350, P253_01051	alpha/beta hydrolase										
1341679	Acinetobacter indicus CIP 110367	36062569	0	live	P253_RS09050	P253_RS09050, P253_01803	alpha/beta hydrolase										
945021	Tetragenococcus halophilus NBRC 12172	35860583	0	live	TEH_RS09350	TEH_RS09350, TEH_19210	alpha/beta hydrolase				NC_016052.1	1923865	1924587	minus	0		
690566	Sphingobium chlorophenolicum L-1	35853658	0	live	SPHCH_RS18330	SPHCH_RS18330, Sphch_3688	dienelactone hydrolase	dienelactone hydrolase		2	NC_015594.1	896282	897208	minus	0		
690566	Sphingobium chlorophenolicum L-1	35853421	0	live	SPHCH_RS15440	SPHCH_RS15440, Sphch_3090	alpha/beta hydrolase	alpha/beta hydrolase		2	NC_015594.1	202560	203540	plus	0		
509190	Caulobacter segnis ATCC 21756	35839454	0	live	CSEG_RS15505	CSEG_RS15505, Cseg_3092	alpha/beta hydrolase				NC_014100.1	3374568	3375548	minus	0		
509190	Caulobacter segnis ATCC 21756	35838839	0	live	CSEG_RS16505	CSEG_RS16505, Cseg_3289	alpha/beta hydrolase				NC_014100.1	3599790	3600719	plus	0		
509190	Caulobacter segnis ATCC 21756	35838058	0	live	CSEG_RS02380	CSEG_RS02380, Cseg_0474	alpha/beta hydrolase				NC_014100.1	493232	494278	plus	0		
509190	Caulobacter segnis ATCC 21756	35836076	0	live	CSEG_RS10060	CSEG_RS10060, Cseg_2002	alpha/beta hydrolase				NC_014100.1	2178641	2179582	plus	0		
509190	Caulobacter segnis ATCC 21756	35835764	0	live	CSEG_RS13680	CSEG_RS13680, Cseg_2731	alpha/beta hydrolase				NC_014100.1	2983307	2984275	plus	0		
509190	Caulobacter segnis ATCC 21756	35835592	0	live	CSEG_RS13325	CSEG_RS13325, Cseg_2658	alpha/beta hydrolase				NC_014100.1	2909791	2910630	minus	0		
509190	Caulobacter segnis ATCC 21756	35835418	0	live	CSEG_RS02360	CSEG_RS02360, Cseg_0470	alpha/beta hydrolase				NC_014100.1	488561	489562	plus	0		
509190	Caulobacter segnis ATCC 21756	35835251	0	live	CSEG_RS08975	CSEG_RS08975, Cseg_1786	alpha/beta hydrolase				NC_014100.1	1920413	1921363	plus	0		
1120929	Acinetobacter towneri DSM 14962 = CIP 107472	34761561	0	live	F947_RS05825	F947_RS05825, F947_01250	alpha/beta hydrolase										
1120929	Acinetobacter towneri DSM 14962 = CIP 107472	34760526	0	live	F947_RS00535	F947_RS00535, F947_00171	alpha/beta hydrolase										
203275	Tannerella forsythia 92A2	34759694	0	live	BFO_RS11955	BFO_RS11955, BFO_2902	alpha/beta hydrolase				NC_016610.1	2935270	2936154	minus	0		
59374	Fibrobacter succinogenes subsp. succinogenes S85	34756192	0	live	FSU_RS11200	FSU_RS11200, FSU_2360	alpha/beta hydrolase				NC_017448.1	2741151	2742338	plus	0		
1385937	Melissococcus plutonius S1	34409906	0	live	MEPL_RS07420	MEPL_RS07420, MEPL_c015020	alpha/beta hydrolase										
1217715	Acinetobacter bohemicus ANC 3994	34392693	0	live	F994_RS15445	F994_RS15445, F994_01202	alpha/beta hydrolase										
1217715	Acinetobacter bohemicus ANC 3994	34392273	0	live	F994_RS13500	F994_RS13500, F994_00809	alpha/beta hydrolase										
1217715	Acinetobacter bohemicus ANC 3994	34392074	0	live	F994_RS12605	F994_RS12605, F994_00625	alpha/beta hydrolase										
1217715	Acinetobacter bohemicus ANC 3994	34391654	0	live	F994_RS11490	F994_RS11490, F994_00400	alpha/beta hydrolase										
1217656	Acinetobacter guillouiae NIPH 991	34388846	0	live	F964_RS12625	F964_RS12625, F964_02563	alpha/beta hydrolase										
1217656	Acinetobacter guillouiae NIPH 991	34388472	0	live	F964_RS15445	F964_RS15445, F964_03134	alpha/beta hydrolase										
1217656	Acinetobacter guillouiae NIPH 991	34388284	0	live	F964_RS05110	F964_RS05110, F964_01042	alpha/beta hydrolase										
1217656	Acinetobacter guillouiae NIPH 991	34388148	0	live	F964_RS16400	F964_RS16400, F964_03328	alpha/beta hydrolase										
1217656	Acinetobacter guillouiae NIPH 991	34386157	0	live	F964_RS14570	F964_RS14570, F964_02962	alpha/beta hydrolase										
1196031	Bacillus oceanisediminis 2691	34378074	0	live	A361_RS24185	A361_RS24185, A361_24190	carboxylesterase										
1158614	Enterococcus gilvus ATCC BAA-350	34359802	0	live	I592_RS14235	I592_RS14235, I592_02897	alpha/beta hydrolase										
1158601	Enterococcus malodoratus ATCC 43197	34358093	0	live	I585_RS21785	I585_RS21785, I585_04423	alpha/beta hydrolase										
1158601	Enterococcus malodoratus ATCC 43197	34358064	0	live	I585_RS21705	I585_RS21705, I585_04407	alpha/beta hydrolase										
1158601	Enterococcus malodoratus ATCC 43197	34353883	0	live	I585_RS02130	I585_RS02130, I585_00429	alpha/beta hydrolase										
1131442	Mycobacterium marinum E11	34342298	0	live	MMARE11_RS16515	MMARE11_RS16515, MMARE11_33370	alpha/beta hydrolase			1							
1131442	Mycobacterium marinum E11	34341733	0	live	MMARE11_RS18410	MMARE11_RS18410, MMARE11_37200	alpha/beta hydrolase			1							
1131442	Mycobacterium marinum E11	34341675	0	live	MMARE11_RS07175	MMARE11_RS07175, MMARE11_14600	PPE family protein			1							
1131442	Mycobacterium marinum E11	34339072	0	live	MMARE11_RS02145	MMARE11_RS02145, MMARE11_04250	alpha/beta hydrolase			1							
1051662	Rhodococcus fascians A44A	34317178	0	live	BH95_RS02540	BH95_RS02540	alpha/beta hydrolase										
643561	Acidovorax avenae subsp. avenae ATCC 19860	34239862	0	live	ACAV_RS19460	ACAV_RS19460, Acav_3924	alpha/beta hydrolase				NC_015138.1	4491554	4492567	minus	0		
643561	Acidovorax avenae subsp. avenae ATCC 19860	34238301	0	live	ACAV_RS09010	ACAV_RS09010, Acav_1815	alpha/beta hydrolase				NC_015138.1	2019286	2020242	plus	0		
643561	Acidovorax avenae subsp. avenae ATCC 19860	34237127	0	live	ACAV_RS08605	ACAV_RS08605, Acav_1741	alpha/beta hydrolase				NC_015138.1	1937155	1939677	plus	0		
643561	Acidovorax avenae subsp. avenae ATCC 19860	34236235	0	live	ACAV_RS10310	ACAV_RS10310, Acav_2087	alpha/beta hydrolase				NC_015138.1	2329305	2330171	plus	0		
591159	Streptomyces viridochromogenes DSM 40736	34223686	0	live	SSQG_RS34855	SSQG_RS34855, SSQG_07063	alpha/beta hydrolase										
1587	Lactobacillus helveticus	33971865	0	live	ALV80_RS00805	ALV80_RS00805, ALV80_00795	alpha/beta hydrolase	alpha/beta hydrolase									
590409	Dickeya zeae Ech586	33926303	0	live	DD586_RS18195	DD586_RS18195, Dd586_3660	alpha/beta hydrolase				NC_013592.1	4185548	4186558	minus	0		
590409	Dickeya zeae Ech586	33925172	0	live	DD586_RS12495	DD586_RS12495, Dd586_2529	alpha/beta hydrolase				NC_013592.1	2840972	2841892	minus	0		
590409	Dickeya zeae Ech586	33924111	0	live	DD586_RS07105	DD586_RS07105, Dd586_1427	alpha/beta hydrolase				NC_013592.1	1625158	1626051	minus	0		
590409	Dickeya zeae Ech586	33923537	0	live	DD586_RS04210	DD586_RS04210, Dd586_0839	alpha/beta hydrolase				NC_013592.1	928409	929401	minus	0		
590409	Dickeya zeae Ech586	33922719	0	live	DD586_RS00090	DD586_RS00090, Dd586_0018	alpha/beta hydrolase				NC_013592.1	22809	23843	minus	0		
1120925	Acinetobacter bouvetii DSM 14964 = CIP 107468	33092975	0	live	F941_RS06360	F941_RS06360, F941_01269	alpha/beta hydrolase										
1120925	Acinetobacter bouvetii DSM 14964 = CIP 107468	33092127	0	live	F941_RS00015	F941_RS00015, F941_00003	alpha/beta hydrolase										
1120925	Acinetobacter bouvetii DSM 14964 = CIP 107468	33091768	0	live	F941_RS00630	F941_RS00630, F941_00125	alpha/beta hydrolase										
2055	Gordonia terrae	32690709	0	live	BCM27_RS22855	BCM27_RS22855, BCM27_22855	alpha/beta hydrolase										
2055	Gordonia terrae	32689361	0	live	BCM27_RS16185	BCM27_RS16185, BCM27_16185	alpha/beta hydrolase										
2055	Gordonia terrae	32687059	0	live	BCM27_RS04775	BCM27_RS04775, BCM27_04775	alpha/beta hydrolase										
1041139	Rhizobium giardinii bv. giardinii H152	32523900	0	live	A3AY_RS0114660	A3AY_RS0114660	carboxylesterase										
742727	Bacteroides oleiciplenus YIT 12058	32503184	0	live	HMPREF9447_RS02270	HMPREF9447_RS02270, HMPREF9447_00465	alpha/beta hydrolase										
585503	Selenomonas noxia ATCC 43541	32474608	0	live	HMPREF7545_RS00930	HMPREF7545_RS00930, HMPREF7545_1410	alpha/beta hydrolase										
399742	Enterobacter sp. 638	32444667	0	live	ENT638_RS10115	ENT638_RS10115, Ent638_1954	pectin acetylesterase				NC_009436.1	2122286	2123212	minus	0		
399742	Enterobacter sp. 638	32442456	0	live	ENT638_RS17605	ENT638_RS17605, Ent638_3409	dienelactone hydrolase				NC_009436.1	3715243	3716130	minus	0		
189918	Mycobacterium sp. KMS	32423155	0	live	MKMS_RS01070	MKMS_RS01070, Mkms_0213	alpha/beta hydrolase				NC_008705.1	233252	234496	minus	0		
189918	Mycobacterium sp. KMS	32423011	0	live	MKMS_RS01060	MKMS_RS01060, Mkms_0211	alpha/beta hydrolase				NC_008705.1	230579	231802	plus	0		
189918	Mycobacterium sp. KMS	32422575	0	live	MKMS_RS07610	MKMS_RS07610, Mkms_1536	alpha/beta hydrolase				NC_008705.1	1649504	1650400	plus	0		
189918	Mycobacterium sp. KMS	32422324	0	live	MKMS_RS15530	MKMS_RS15530, Mkms_3114	alpha/beta hydrolase				NC_008705.1	3260670	3261662	minus	0		
189918	Mycobacterium sp. KMS	32422079	0	live	MKMS_RS01550	MKMS_RS01550, Mkms_0311	alpha/beta hydrolase				NC_008705.1	345544	346494	minus	0		
189918	Mycobacterium sp. KMS	32421141	0	live	MKMS_RS07720	MKMS_RS07720, Mkms_1558	alpha/beta hydrolase				NC_008705.1	1675542	1676504	plus	0		
189918	Mycobacterium sp. KMS	32419361	0	live	MKMS_RS21065	MKMS_RS21065, Mkms_4225	alpha/beta hydrolase				NC_008705.1	4451884	4452936	minus	0		
189918	Mycobacterium sp. KMS	32418484	0	live	MKMS_RS10300	MKMS_RS10300, Mkms_2074	alpha/beta hydrolase				NC_008705.1	2196449	2197381	plus	0		
189918	Mycobacterium sp. KMS	32418016	0	live	MKMS_RS05105	MKMS_RS05105, Mkms_1028	carboxylesterase family protein				NC_008705.1	1122508	1124115	plus	0		
189918	Mycobacterium sp. KMS	32417861	0	live	MKMS_RS14560	MKMS_RS14560, Mkms_2927	alpha/beta hydrolase				NC_008705.1	3065161	3066213	plus	0		
56689	Mycolicibacterium mucogenicum	32364547	0	live	BN2644_RS10540	BN2644_RS10540	alpha/beta hydrolase	alpha/beta hydrolase									
56689	Mycolicibacterium mucogenicum	32360838	0	live	BN2644_RS11545	BN2644_RS11545	alpha/beta hydrolase	alpha/beta hydrolase									
56689	Mycolicibacterium mucogenicum	32360457	0	live	BN2644_RS01740	BN2644_RS01740	alpha/beta hydrolase	alpha/beta hydrolase									
999547	Leisingera daeponensis DSM 23529	32202481	0	live	DAEP_RS0112075	DAEP_RS0112075	alpha/beta hydrolase										
1279019	Thioalkalivibrio thiocyanoxidans ARh2	32191744	0	live	G372_RS0112130	G372_RS0112130	lysophospholipase										
888060	Centipeda periodontii DSM 2778	32174560	0	live	HMPREF9081_RS03915	HMPREF9081_RS03915, HMPREF9081_0816	alpha/beta hydrolase										
644283	Micromonospora aurantiaca ATCC 27029	32164047	0	live	MICAU_RS17270	MICAU_RS17270, Micau_3469	alpha/beta hydrolase				NC_014391.1	3893083	3894057	minus	0		
644283	Micromonospora aurantiaca ATCC 27029	32162593	0	live	MICAU_RS09910	MICAU_RS09910, Micau_1980	alpha/beta hydrolase				NC_014391.1	2103496	2104596	plus	0		
33941	Geobacillus thermoleovorans	32064922	0	live	GT3570_RS14860	GT3570_RS14860, GT3570_14860	carboxylesterase	carboxylesterase									
666685	Rhodanobacter denitrificans	31836666	0	live	R2APBS1_RS10780	R2APBS1_RS10780, R2APBS1_2209	alpha/beta hydrolase				NC_020541.1	2377007	2377954	minus	0		
666685	Rhodanobacter denitrificans	31834667	0	live	R2APBS1_RS00580	R2APBS1_RS00580, R2APBS1_0122	S9 family peptidase				NC_020541.1	123134	125560	plus	0		
1220574	Gordonia amicalis NBRC 100051 = JCM 11271	31834018	0	live	GOAMI_RS20125	GOAMI_RS20125, GOAMI_51_00400	hydrolase										
1220574	Gordonia amicalis NBRC 100051 = JCM 11271	31832393	0	live	GOAMI_RS11855	GOAMI_RS11855, GOAMI_22_00740	alpha/beta hydrolase										
1220574	Gordonia amicalis NBRC 100051 = JCM 11271	31830603	0	live	GOAMI_RS02790	GOAMI_RS02790, GOAMI_04_00960	alpha/beta hydrolase										
999386	Acidovorax radicis N35	31816274	0	live	ARADN35_RS0120790	ARADN35_RS0120790	carboxylesterase										
999386	Acidovorax radicis N35	31816228	0	live	ARADN35_RS0120535	ARADN35_RS0120535	alpha/beta hydrolase										
999386	Acidovorax radicis N35	31816064	0	live	ARADN35_RS0119640	ARADN35_RS0119640	carboxylesterase										
999386	Acidovorax radicis N35	31815806	0	live	ARADN35_RS0118275	ARADN35_RS0118275	alpha/beta hydrolase										
999386	Acidovorax radicis N35	31815193	0	live	ARADN35_RS0115015	ARADN35_RS0115015	alpha/beta hydrolase										
999386	Acidovorax radicis N35	31813141	0	live	ARADN35_RS0103890	ARADN35_RS0103890	phospholipase										
743720	Pseudomonas fulva 12-X	31811420	0	live	PSEFU_RS18280	PSEFU_RS18280, Psefu_3652	alpha/beta hydrolase				NC_015556.1	3925919	3926821	minus	0		
449673	Bacteroides stercoris ATCC 43183	31796432	0	live	BACSTE_RS04060	BACSTE_RS04060, BACSTE_00652	beta-xylanase										
441620	Methylobacterium populi BJ001	31777885	0	live	MPOP_RS18815	MPOP_RS18815, Mpop_3788	alpha/beta hydrolase				NC_010725.1	4031618	4032448	minus	0		
441620	Methylobacterium populi BJ001	31777471	0	live	MPOP_RS16665	MPOP_RS16665, Mpop_3349	alpha/beta hydrolase				NC_010725.1	3576785	3577735	plus	0		
441620	Methylobacterium populi BJ001	31777239	0	live	MPOP_RS15500	MPOP_RS15500, Mpop_3115	alpha/beta hydrolase				NC_010725.1	3346758	3347786	minus	0		
441620	Methylobacterium populi BJ001	31775991	0	live	MPOP_RS09115	MPOP_RS09115, Mpop_1821	alpha/beta hydrolase				NC_010725.1	1955955	1956860	minus	0		
521460	Caldicellulosiruptor bescii DSM 6725	31773566	0	live	ATHE_RS11140	ATHE_RS11140, Athe_2213	alpha/beta hydrolase				NC_012034.1	2343794	2344597	plus	0		
40215	Acinetobacter junii	31749657	0	live	BVL33_RS12620	BVL33_RS12620, BVL33_12620	alpha/beta hydrolase										
109790	Lactobacillus jensenii	31742877	0	live	BUE77_RS04040	BUE77_RS04040, BUE77_04040	sugar hydrolase										
549	Pantoea agglomerans	31704898	0	live	BEE12_RS07380	BEE12_RS07380, BEE12_07380	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31561821	0	live	RRH01S_RS30380	RRH01S_RS30380, RRH01S_24_00120	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31560696	0	live	RRH01S_RS24545	RRH01S_RS24545, RRH01S_11_03500	carboxylesterase	carboxylesterase									
1220581	Agrobacterium rhizogenes NBRC 13257	31560597	0	live	RRH01S_RS24050	RRH01S_RS24050, RRH01S_11_02510	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31559213	0	live	RRH01S_RS17060	RRH01S_RS17060, RRH01S_07_01510	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31558622	0	live	RRH01S_RS14070	RRH01S_RS14070, RRH01S_05_04240	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31558475	0	live	RRH01S_RS13335	RRH01S_RS13335, RRH01S_05_02760	alpha/beta hydrolase	alpha/beta hydrolase									
883163	Sphingobium yanoikuyae ATCC 51230	31533510	0	live	HMPREF9718_RS12955	HMPREF9718_RS12955, HMPREF9718_02566	alpha/beta hydrolase										
883163	Sphingobium yanoikuyae ATCC 51230	31533171	0	live	HMPREF9718_RS11230	HMPREF9718_RS11230, HMPREF9718_02224	alpha/beta hydrolase										
883163	Sphingobium yanoikuyae ATCC 51230	31533161	0	live	HMPREF9718_RS11180	HMPREF9718_RS11180, HMPREF9718_02214	alpha/beta hydrolase										
883163	Sphingobium yanoikuyae ATCC 51230	31532735	0	live	HMPREF9718_RS09035	HMPREF9718_RS09035, HMPREF9718_01792	S9 family peptidase										
883163	Sphingobium yanoikuyae ATCC 51230	31532321	0	live	HMPREF9718_RS06940	HMPREF9718_RS06940, HMPREF9718_01372	alpha/beta hydrolase										
883163	Sphingobium yanoikuyae ATCC 51230	31532319	0	live	HMPREF9718_RS06930	HMPREF9718_RS06930, HMPREF9718_01370	alpha/beta hydrolase										
883163	Sphingobium yanoikuyae ATCC 51230	31531136	0	live	HMPREF9718_RS00950	HMPREF9718_RS00950, HMPREF9718_00188	alpha/beta hydrolase										
883163	Sphingobium yanoikuyae ATCC 51230	31530985	0	live	HMPREF9718_RS00150	HMPREF9718_RS00150, HMPREF9718_00030	alpha/beta hydrolase										
411479	Bacteroides uniformis ATCC 8492	31507168	0	live	BACUNI_RS19085	BACUNI_RS19085, BACUNI_04717	alpha/beta hydrolase										
411479	Bacteroides uniformis ATCC 8492	31506070	0	live	BACUNI_RS13505	BACUNI_RS13505, BACUNI_02945	alpha/beta hydrolase										
1242245	Acinetobacter johnsonii XBB1	29886034	0	live	EHS42_RS11420	EHS42_RS11420, RZ95_11295, RZ95_RS11250	alpha/beta hydrolase	alpha/beta hydrolase									
1219050	Sphingomonas paucimobilis NBRC 13935	29862069	0	live	SP6_RS19080	SP6_RS19080, SP6_64_00050	alpha/beta hydrolase										
1219050	Sphingomonas paucimobilis NBRC 13935	29861693	0	live	SP6_RS18140	SP6_RS18140, SP6_61_00070	alpha/beta hydrolase										
1124983	Pseudomonas protegens CHA0	29827547	0	live	PFLCHA0_RS03120	PFLCHA0_RS03120, PFLCHA0_c06240	alpha/beta hydrolase				NC_021237.1	719929	720819	plus	0		
566461	Streptomyces viridosporus ATCC 14672	29711742	0	live	SSFG_RS35845	SSFG_RS35845, SSFG_07456	carboxylesterase	carboxylesterase									
566461	Streptomyces viridosporus ATCC 14672	29711725	0	live	SSFG_RS35810	SSFG_RS35810, SSFG_07446	alpha/beta hydrolase	alpha/beta hydrolase									
566461	Streptomyces viridosporus ATCC 14672	29711582	0	live	SSFG_RS02930	SSFG_RS02930, SSFG_00651	alpha/beta hydrolase	alpha/beta hydrolase									
566461	Streptomyces viridosporus ATCC 14672	29707775	0	live	SSFG_RS12295	SSFG_RS12295, SSFG_02561	S9 family peptidase	S9 family peptidase									
561230	Pectobacterium carotovorum subsp. carotovorum PC1	29704196	0	live	PC1_RS04205	PC1_RS04205, PC1_0839	alpha/beta hydrolase				NC_012917.1	978386	979405	minus	0		
561230	Pectobacterium carotovorum subsp. carotovorum PC1	29703242	0	live	PC1_RS09470	PC1_RS09470, PC1_1902	pectin acetylesterase				NC_012917.1	2195048	2196010	minus	0		
553190	Gardnerella vaginalis 409-05	29691908	0	live	HMPREF0424_RS06140	HMPREF0424_RS06140, HMPREF0424_1260	acetylesterase				NC_013721.1	1506370	1507212	plus	0		
546274	Eikenella corrodens ATCC 23834	29690144	0	live	EIKCOROL_RS03810	EIKCOROL_RS03810, EIKCOROL_00970	alpha/beta hydrolase										
529122	Bacillus thuringiensis YBT-1518	29686645	0	live	YBT1518_RS28075	YBT1518_RS28075, YBT1518_28550	carboxylesterase				NC_022873.1	5555481	5556224	minus	0		
484022	Francisella philomiragia subsp. philomiragia ATCC 25017	29664383	0	live	FPHI_RS08890	FPHI_RS08890, Fphi_1715	phosphorylase				NC_010336.1	1841229	1843061	plus	0		
246432	Staphylococcus equorum	29608297	0	live	SE1039_RS03090	SE1039_RS03090, SE1039_06090	carboxylesterase										
132474	Streptomyces rimosus subsp. rimosus	29528636	0	live	NH08_RS0122415	NH08_RS0122415	S9 family peptidase	S9 family peptidase									
132474	Streptomyces rimosus subsp. rimosus	29528138	0	live	NH08_RS0125100	NH08_RS0125100	carboxylesterase	carboxylesterase									
132474	Streptomyces rimosus subsp. rimosus	29527905	0	live	NH08_RS0127045	NH08_RS0127045	alpha/beta hydrolase	alpha/beta hydrolase									
132474	Streptomyces rimosus subsp. rimosus	29526885	0	live	NH08_RS0132125	NH08_RS0132125	alpha/beta hydrolase	alpha/beta hydrolase									
132474	Streptomyces rimosus subsp. rimosus	29526359	0	live	NH08_RS0141380	NH08_RS0141380	S9 family peptidase	S9 family peptidase									
28141	Cronobacter sakazakii	29459984	0	live	CSK29544_RS14595	CSK29544_RS14595, CSK29544_02963	alpha/beta hydrolase	alpha/beta hydrolase									
1717	Corynebacterium diphtheriae	29423077	0	live	AT687_RS00560	AT687_RS00560, ERS451417_00119	alpha/beta hydrolase			1							
1717	Corynebacterium diphtheriae	29421671	0	live	AT687_RS08405	AT687_RS08405, ERS451417_01746	hydrolase			1							
